Command,Mode,Script,Application,Repository,Title
references find,NULL,key(shift-f12),visual_studio,community,NULL
format that,NULL,key(ctrl-k ctrl-d),visual_studio,community,NULL
format selection,NULL,key(ctrl-k ctrl-f),visual_studio,community,NULL
imports fix,NULL,key(ctrl-r ctrl-g),visual_studio,community,NULL
refactor field,NULL,key(ctrl-r ctrl-e),visual_studio,community,NULL
refactor interface,NULL,key(ctrl-r ctrl-i),visual_studio,community,NULL
refactor method,NULL,key(ctrl-r ctrl-m),visual_studio,community,NULL
refactor reorder parameters,NULL,key(ctrl-r ctrl-o),visual_studio,community,NULL
refactor remove parameters,NULL,key(ctrl-r ctrl-v),visual_studio,community,NULL
refactor that,NULL,key(ctrl-r ctrl-r),visual_studio,community,NULL
(go declaration | follow),NULL,key(ctrl-f12),visual_studio,community,NULL
go back,NULL,key(ctrl--),visual_studio,community,NULL
go forward,NULL,key(ctrl-shift--),visual_studio,community,NULL
go implementation,NULL,key(f12),visual_studio,community,NULL
go recent [<user.text>],NULL,"
key(ctrl-1 ctrl-r)
sleep(100ms)
insert(text or """")",visual_studio,community,NULL
go type [<user.text>],NULL,"
key(ctrl-1 ctrl-t)
sleep(100ms)
insert(text or """")",visual_studio,community,NULL
go member [<user.text>],NULL,"
key(alt-\)
sleep(100ms)
insert(text or """")",visual_studio,community,NULL
go usage,NULL,key(shift-f12),visual_studio,community,NULL
go marks,NULL,key(ctrl-k ctrl-w),visual_studio,community,NULL
toggle mark,NULL,key(ctrl-k ctrl-k),visual_studio,community,NULL
go next mark,NULL,key(ctrl-k ctrl-n),visual_studio,community,NULL
go last mark,NULL,key(ctrl-k ctrl-p),visual_studio,community,NULL
fold toggle,NULL,key(ctrl-m ctrl-m),visual_studio,community,NULL
fold toggle all,NULL,key(ctrl-m ctrl-l),visual_studio,community,NULL
fold definitions,NULL,key(ctrl-m ctrl-o),visual_studio,community,NULL
break point,NULL,key(f9),visual_studio,community,NULL
step over,NULL,key(f10),visual_studio,community,NULL
debug step into,NULL,key(f11),visual_studio,community,NULL
debug step out [of],NULL,key(f10),visual_studio,community,NULL
debug start,NULL,key(f5),visual_studio,community,NULL
debug stopper,NULL,key(shift-f5),visual_studio,community,NULL
debug continue,NULL,key(f5),visual_studio,community,NULL
(sidebar | panel) history,NULL,user.vivaldi_history_panel(),vivaldi,community,NULL
(sidebar | panel) downloads,NULL,user.vivaldi_downloads_panel(),vivaldi,community,NULL
(sidebar | panel) bookmarks,NULL,user.vivaldi_bookmarks_panel(),vivaldi,community,NULL
(sidebar | panel) notes,NULL,user.vivaldi_notes_panel(),vivaldi,community,NULL
window reload,NULL,"user.vscode(""workbench.action.reloadWindow"")",vscode,community,NULL
window close,NULL,"user.vscode(""workbench.action.closeWindow"")",vscode,community,NULL
go view [<user.text>],NULL,"
user.vscode(""workbench.action.openView"")
insert(user.text or """")",vscode,community,NULL
bar explore,NULL,"user.vscode(""workbench.view.explorer"")",vscode,community,NULL
bar extensions,NULL,"user.vscode(""workbench.view.extensions"")",vscode,community,NULL
bar outline,NULL,"user.vscode(""outline.focus"")",vscode,community,NULL
bar run,NULL,"user.vscode(""workbench.view.debug"")",vscode,community,NULL
bar search,NULL,"user.vscode(""workbench.view.search"")",vscode,community,NULL
bar source,NULL,"user.vscode(""workbench.view.scm"")",vscode,community,NULL
bar test,NULL,"user.vscode(""workbench.view.testing.focus"")",vscode,community,NULL
bar switch,NULL,"user.vscode(""workbench.action.toggleSidebarVisibility"")",vscode,community,NULL
symbol hunt [<user.text>],NULL,"
user.vscode(""workbench.action.gotoSymbol"")
sleep(50ms)
insert(text or """")",vscode,community,NULL
symbol hunt all [<user.text>],NULL,"
user.vscode(""workbench.action.showAllSymbols"")
sleep(50ms)
insert(text or """")",vscode,community,NULL
panel control,NULL,"user.vscode(""workbench.panel.repl.view.focus"")",vscode,community,NULL
panel output,NULL,"user.vscode(""workbench.panel.output.focus"")",vscode,community,NULL
panel problems,NULL,"user.vscode(""workbench.panel.markers.view.focus"")",vscode,community,NULL
panel switch,NULL,"user.vscode(""workbench.action.togglePanel"")",vscode,community,NULL
panel terminal,NULL,"user.vscode(""workbench.action.terminal.focus"")",vscode,community,NULL
focus editor,NULL,"user.vscode(""workbench.action.focusActiveEditorGroup"")",vscode,community,NULL
show settings,NULL,"user.vscode(""workbench.action.openGlobalSettings"")",vscode,community,NULL
show settings json,NULL,"user.vscode(""workbench.action.openSettingsJson"")",vscode,community,NULL
show settings folder,NULL,"user.vscode(""workbench.action.openFolderSettings"")",vscode,community,NULL
show settings folder json,NULL,"user.vscode(""workbench.action.openFolderSettingsFile"")",vscode,community,NULL
show settings workspace,NULL,"user.vscode(""workbench.action.openWorkspaceSettings"")",vscode,community,NULL
show settings workspace json,NULL,"user.vscode(""workbench.action.openWorkspaceSettingsFile"")",vscode,community,NULL
show shortcuts,NULL,"user.vscode(""workbench.action.openGlobalKeybindings"")",vscode,community,NULL
show shortcuts json,NULL,"user.vscode(""workbench.action.openGlobalKeybindingsFile"")",vscode,community,NULL
show snippets,NULL,"user.vscode(""workbench.action.openSnippets"")",vscode,community,NULL
snip (last | previous),NULL,"user.vscode(""jumpToPrevSnippetPlaceholder"")",vscode,community,NULL
snip next,NULL,"user.vscode(""jumpToNextSnippetPlaceholder"")",vscode,community,NULL
centered switch,NULL,"user.vscode(""workbench.action.toggleCenteredLayout"")",vscode,community,NULL
fullscreen switch,NULL,"user.vscode(""workbench.action.toggleFullScreen"")",vscode,community,NULL
theme switch,NULL,"user.vscode(""workbench.action.selectTheme"")",vscode,community,NULL
wrap switch,NULL,"user.vscode(""editor.action.toggleWordWrap"")",vscode,community,NULL
zen switch,NULL,"user.vscode(""workbench.action.toggleZenMode"")",vscode,community,NULL
file hunt [<user.text>],NULL,"
user.vscode(""workbench.action.quickOpen"")
sleep(50ms)
insert(text or """")",vscode,community,NULL
file hunt (pace | paste),NULL,"
user.vscode(""workbench.action.quickOpen"")
sleep(50ms)
edit.paste()",vscode,community,NULL
file copy name,NULL,"user.vscode(""fileutils.copyFileName"")",vscode,community,NULL
file copy path,NULL,"user.vscode(""copyFilePath"")",vscode,community,NULL
file copy local [path],NULL,"user.vscode(""copyRelativeFilePath"")",vscode,community,NULL
file create sibling,NULL,"user.vscode_and_wait(""explorer.newFile"")",vscode,community,NULL
file create,NULL,"user.vscode(""workbench.action.files.newUntitledFile"")",vscode,community,NULL
file create relative,NULL,"user.vscode(""fileutils.newFile"")",vscode,community,NULL
file create root,NULL,"user.vscode(""fileutils.newFileAtRoot"")",vscode,community,NULL
file rename,NULL,"
user.vscode(""fileutils.renameFile"")
sleep(150ms)",vscode,community,NULL
file move,NULL,"
user.vscode(""fileutils.moveFile"")
sleep(150ms)",vscode,community,NULL
file clone,NULL,"
user.vscode(""fileutils.duplicateFile"")
sleep(150ms)",vscode,community,NULL
file delete,NULL,"
user.vscode(""fileutils.removeFile"")
sleep(150ms)",vscode,community,NULL
file open folder,NULL,"user.vscode(""revealFileInOS"")",vscode,community,NULL
file reveal,NULL,"user.vscode(""workbench.files.action.showActiveFileInExplorer"")",vscode,community,NULL
save ugly,NULL,"user.vscode(""workbench.action.files.saveWithoutFormatting"")",vscode,community,NULL
suggest show,NULL,"user.vscode(""editor.action.triggerSuggest"")",vscode,community,NULL
hint show,NULL,"user.vscode(""editor.action.triggerParameterHints"")",vscode,community,NULL
definition show,NULL,"user.vscode(""editor.action.revealDefinition"")",vscode,community,NULL
definition peek,NULL,"user.vscode(""editor.action.peekDefinition"")",vscode,community,NULL
definition side,NULL,"user.vscode(""editor.action.revealDefinitionAside"")",vscode,community,NULL
references show,NULL,"user.vscode(""editor.action.goToReferences"")",vscode,community,NULL
hierarchy peek,NULL,"user.vscode(""editor.showCallHierarchy"")",vscode,community,NULL
references find,NULL,"user.vscode(""references-view.find"")",vscode,community,NULL
format that,NULL,"user.vscode(""editor.action.formatDocument"")",vscode,community,NULL
format selection,NULL,"user.vscode(""editor.action.formatSelection"")",vscode,community,NULL
imports fix,NULL,"user.vscode(""editor.action.organizeImports"")",vscode,community,NULL
problem next,NULL,"user.vscode(""editor.action.marker.nextInFiles"")",vscode,community,NULL
problem last,NULL,"user.vscode(""editor.action.marker.prevInFiles"")",vscode,community,NULL
problem fix,NULL,"user.vscode(""problems.action.showQuickFixes"")",vscode,community,NULL
rename that,NULL,"user.vscode(""editor.action.rename"")",vscode,community,NULL
refactor that,NULL,"user.vscode(""editor.action.refactor"")",vscode,community,NULL
whitespace trim,NULL,"user.vscode(""editor.action.trimTrailingWhitespace"")",vscode,community,NULL
language switch,NULL,"user.vscode(""workbench.action.editor.changeLanguageMode"")",vscode,community,NULL
refactor rename,NULL,"user.vscode(""editor.action.rename"")",vscode,community,NULL
refactor this,NULL,"user.vscode(""editor.action.refactor"")",vscode,community,NULL
(go declaration | follow),NULL,"user.vscode(""editor.action.revealDefinition"")",vscode,community,NULL
go back,NULL,"user.vscode(""workbench.action.navigateBack"")",vscode,community,NULL
go forward,NULL,"user.vscode(""workbench.action.navigateForward"")",vscode,community,NULL
[go] implementation,NULL,"user.vscode(""editor.action.goToImplementation"")",vscode,community,NULL
go type,NULL,"user.vscode(""editor.action.goToTypeDefinition"")",vscode,community,NULL
go usage,NULL,"user.vscode(""references-view.find"")",vscode,community,NULL
go recent [<user.text>],NULL,"
user.vscode(""workbench.action.openRecent"")
sleep(50ms)
insert(text or """")
sleep(250ms)",vscode,community,NULL
go edit,NULL,"user.vscode(""workbench.action.navigateToLastEditLocation"")",vscode,community,NULL
bar marks,NULL,"user.vscode(""workbench.view.extension.bookmarks"")",vscode,community,NULL
go marks,NULL,"
user.deprecate_command(""2023-06-06"", ""go marks"", ""bar marks"")
user.vscode(""workbench.view.extension.bookmarks"")",vscode,community,NULL
toggle mark,NULL,"user.vscode(""bookmarks.toggle"")",vscode,community,NULL
go next mark,NULL,"user.vscode(""bookmarks.jumpToNext"")",vscode,community,NULL
go last mark,NULL,"user.vscode(""bookmarks.jumpToPrevious"")",vscode,community,NULL
close other tabs,NULL,"user.vscode(""workbench.action.closeOtherEditors"")",vscode,community,NULL
close all tabs,NULL,"user.vscode(""workbench.action.closeAllEditors"")",vscode,community,NULL
close tabs way right,NULL,"user.vscode(""workbench.action.closeEditorsToTheRight"")",vscode,community,NULL
close tabs way left,NULL,"user.vscode(""workbench.action.closeEditorsToTheLeft"")",vscode,community,NULL
fold that,NULL,"user.vscode(""editor.fold"")",vscode,community,NULL
unfold that,NULL,"user.vscode(""editor.unfold"")",vscode,community,NULL
fold those,NULL,"user.vscode(""editor.foldAllMarkerRegions"")",vscode,community,NULL
unfold those,NULL,"user.vscode(""editor.unfoldRecursively"")",vscode,community,NULL
fold all,NULL,"user.vscode(""editor.foldAll"")",vscode,community,NULL
unfold all,NULL,"user.vscode(""editor.unfoldAll"")",vscode,community,NULL
fold comments,NULL,"user.vscode(""editor.foldAllBlockComments"")",vscode,community,NULL
fold one,NULL,"user.vscode(""editor.foldLevel1"")",vscode,community,NULL
fold two,NULL,"user.vscode(""editor.foldLevel2"")",vscode,community,NULL
fold three,NULL,"user.vscode(""editor.foldLevel3"")",vscode,community,NULL
fold four,NULL,"user.vscode(""editor.foldLevel4"")",vscode,community,NULL
fold five,NULL,"user.vscode(""editor.foldLevel5"")",vscode,community,NULL
fold six,NULL,"user.vscode(""editor.foldLevel6"")",vscode,community,NULL
fold seven,NULL,"user.vscode(""editor.foldLevel7"")",vscode,community,NULL
git branch,NULL,"user.vscode(""git.branchFrom"")",vscode,community,NULL
git branch this,NULL,"user.vscode(""git.branch"")",vscode,community,NULL
git checkout [<user.text>],NULL,"
user.vscode(""git.checkout"")
sleep(50ms)
insert(text or """")",vscode,community,NULL
git commit [<user.text>],NULL,"
user.vscode(""git.commitStaged"")
sleep(100ms)
user.insert_formatted(text or """", ""CAPITALIZE_FIRST_WORD"")",vscode,community,NULL
git commit undo,NULL,"user.vscode(""git.undoCommit"")",vscode,community,NULL
git commit amend,NULL,"user.vscode(""git.commitStagedAmend"")",vscode,community,NULL
git diff,NULL,"user.vscode(""git.openChange"")",vscode,community,NULL
git fetch,NULL,"user.vscode(""git.fetch"")",vscode,community,NULL
git fetch all,NULL,"user.vscode(""git.fetchAll"")",vscode,community,NULL
git ignore,NULL,"user.vscode(""git.ignore"")",vscode,community,NULL
git merge,NULL,"user.vscode(""git.merge"")",vscode,community,NULL
git output,NULL,"user.vscode(""git.showOutput"")",vscode,community,NULL
git pull,NULL,"user.vscode(""git.pullRebase"")",vscode,community,NULL
git push,NULL,"user.vscode(""git.push"")",vscode,community,NULL
git push force,NULL,"user.vscode(""git.pushForce"")",vscode,community,NULL
git rebase abort,NULL,"user.vscode(""git.rebaseAbort"")",vscode,community,NULL
git reveal,NULL,"user.vscode(""git.revealInExplorer"")",vscode,community,NULL
git revert,NULL,"user.vscode(""git.revertChange"")",vscode,community,NULL
git stash,NULL,"user.vscode(""git.stash"")",vscode,community,NULL
git stash pop,NULL,"user.vscode(""git.stashPop"")",vscode,community,NULL
git status,NULL,"user.vscode(""workbench.scm.focus"")",vscode,community,NULL
git stage,NULL,"user.vscode(""git.stage"")",vscode,community,NULL
git stage all,NULL,"user.vscode(""git.stageAll"")",vscode,community,NULL
git sync,NULL,"user.vscode(""git.sync"")",vscode,community,NULL
git unstage,NULL,"user.vscode(""git.unstage"")",vscode,community,NULL
git unstage all,NULL,"user.vscode(""git.unstageAll"")",vscode,community,NULL
pull request,NULL,"user.vscode(""pr.create"")",vscode,community,NULL
change next,NULL,key(alt-f5),vscode,community,NULL
change last,NULL,key(shift-alt-f5),vscode,community,NULL
test run,NULL,"user.vscode(""testing.runAtCursor"")",vscode,community,NULL
test run file,NULL,"user.vscode(""testing.runCurrentFile"")",vscode,community,NULL
test run all,NULL,"user.vscode(""testing.runAll"")",vscode,community,NULL
test run failed,NULL,"user.vscode(""testing.reRunFailTests"")",vscode,community,NULL
test run last,NULL,"user.vscode(""testing.reRunLastRun"")",vscode,community,NULL
test debug,NULL,"user.vscode(""testing.debugAtCursor"")",vscode,community,NULL
test debug file,NULL,"user.vscode(""testing.debugCurrentFile"")",vscode,community,NULL
test debug all,NULL,"user.vscode(""testing.debugAll"")",vscode,community,NULL
test debug failed,NULL,"user.vscode(""testing.debugFailTests"")",vscode,community,NULL
test debug last,NULL,"user.vscode(""testing.debugLastRun"")",vscode,community,NULL
test cancel,NULL,"user.vscode(""testing.cancelRun"")",vscode,community,NULL
break point,NULL,"user.vscode(""editor.debug.action.toggleBreakpoint"")",vscode,community,NULL
step over,NULL,"user.vscode(""workbench.action.debug.stepOver"")",vscode,community,NULL
debug step into,NULL,"user.vscode(""workbench.action.debug.stepInto"")",vscode,community,NULL
debug step out [of],NULL,"user.vscode(""workbench.action.debug.stepOut"")",vscode,community,NULL
debug start,NULL,"user.vscode(""workbench.action.debug.start"")",vscode,community,NULL
debug pause,NULL,"user.vscode(""workbench.action.debug.pause"")",vscode,community,NULL
debug stopper,NULL,"user.vscode(""workbench.action.debug.stop"")",vscode,community,NULL
debug continue,NULL,"user.vscode(""workbench.action.debug.continue"")",vscode,community,NULL
debug restart,NULL,"user.vscode(""workbench.action.debug.restart"")",vscode,community,NULL
debug console,NULL,"user.vscode(""workbench.debug.action.toggleRepl"")",vscode,community,NULL
debug clean,NULL,"user.vscode(""workbench.debug.panel.action.clearReplAction"")",vscode,community,NULL
